Record ID,Job Title,Job function,Associated Company
8244158,Asset Management Advisor,Asset Management,Shoalhaven Council Nsw
8244151,Senior Asset Management Advisor,Asset Management,Shoalhaven Council Nsw
8244055,"Manager, Asset Construction & Maintenance",Asset Management,Shoalhaven Council Nsw
8241101,Reliability and Technical Processes Director,Asset Management,Avangrid Service Company
8196551,Airfield Maintenance Manager,Asset Management,Columbus Regional Airport Authority
8196451,Manager of Transmission Construction & Maintenance,Asset Management,grenergyus.com
8161401,"Manager, Asset Information Systems Vic & NSW",Asset Management,APA Group
8158451,Manager of Transmission Line Assets,Asset Management,SaskPower
8158201,Director of Generation Asset Management,Asset Management,SaskPower
8158101,Director of Distribution Grid Asset Management & Planning,Asset Management,SaskPower
8120601,"Senior Manager, Asset Management",Asset Management,ATCO
8108251,Fleet Maintenance Manager,Asset Management,Republic Services
8108201,Fleet Maintenance Manager,Asset Management,Republic Services
8108101,Fleet Maintenance Manager,Asset Management,Republic Services
8108051,Fleet Maintenance Supervisor,Asset Management,Republic Services
7998253,Asset Program Owner - Transmission & Distribution Lines,Asset Management,NIPSCO;NiSource Inc.
7988404,"Manager, Maintenance Planning and Reliability",Asset Management,FortisBC
7983002,Head of Asset Management & Optimisation,Asset Management,Squadron Energy
7966402,VP Asset Management & Buisiness Development,Asset Management,NorthWestern Energy
7966352,Manager Capacity & Reliability Gas Transmission,Asset Management,NorthWestern Energy;NorthWestern Energy
7966304,Group Leader Transmission Line Asset Management,Asset Management,LG&E and KU
7957508,Maintenance Superintendent,Asset Management,pgnmail.com
7949201,Unit Manager: Maintenance,Asset Management,Gruyere Management Pty Ltd
7839855,Asset Information Analyst,Asset Management,ElectraNet Pty
7839808,Asset Information Analyst,Asset Management,ElectraNet Pty
7839805,Asset Information Specialist,Asset Management,Ausgrid
7839803,IT Asset Analyst,Asset Management,SA Power Networks
7839801,IT Asset Analyst,Asset Management,SA Power Networks
7839758,IT Asset Vendor Manager,Asset Management,SGSP
7839751,"Manager, Asset Information",Asset Management,Transgrid
7830251,Maintenance Manager,Asset Management,NRG Energy
7809351,Fleet Maintenance Manager,Asset Management,CVG Airport - Cincinnati/Northern Kentucky International Airport
7803702,Director - Electric Distribution Asset Management,Asset Management,WEC Energy Group;We Energies
7803301,Airport Facilities Manager,Asset Management,Philadelphia International Airport
7801702,System Integrity & Reliability Director,Asset Management,CenterPoint Energy
7793301,Facilities Maintenance Technician at Airport Rent-A-Car Center,Asset Management,Harryreidairport;Harry Reid International Airport
7774401,Airfield Maintenance Manager,Asset Management,Ted Stevens Anchorage International Airport;Alaska State Library
7767051,"Senior Manager, Facilities Development / Planning and Development",Asset Management,tampa international airport
7766553,Manager - Vegetation and Reliability Analytics,Asset Management,National Grid
7765401,Asset Manager,Asset Management,John Wayne Airport
7764451,Maintenance Manager - Contracts,Asset Management,tampa international airport
7757751,Airfield Maintenance Superintendent,Asset Management,tampa international airport
7757351,Fleet Maintenance Lead Technician,Asset Management,tampa international airport
7756701,Airport Facilities Superintendent,Asset Management,tampa international airport;Miami Int'l Airport
7755051,Maintenance Leader/Horticulturist,Asset Management,tampa international airport
7755001,Airfield Maintenance,Asset Management,tampa international airport
7754801,Facilities Maintenance Manager - Contracts,Asset Management,tampa international airport
7753551,Transmission Maintenance Planner,Asset Management,New York Power Authority
7748551,Facilities Maintenance Manager,Asset Management,Charlotte Douglas International Airport - CLT
7740101,Industrial Maintenance Specialist,Asset Management,SMU Cox School of Business
7739751,Sr. Project Lead - Facilities Management - Programs,Asset Management,Department of Aviation
7738751,Facilities Project Manager,Asset Management,Department of Aviation
7718601,Facilities Maintenance Manager,Asset Management,SMU Cox School of Business
7716901,Airport Maintenance Superintendent,Asset Management,LAX Airport;City of Los Angeles
7716601,Maintenance Project Manager,Asset Management,SMU Cox School of Business
7714851,Facilities Maintenance Supervisor,Asset Management,Logistical Data Serv;SMU Cox School of Business
7711201,Construction/Maintenance Documentation Administrator,Asset Management,SMU Cox School of Business
7705001,"Senior Geospatial Analyst (Energy, Transportation, and Asset Management)",Asset Management,SMU Cox School of Business
7702701,Management Analyst - Facilities Maintenance Utilities Group,Asset Management,LAX Airport;City of Los Angeles
7684701,Sr. IT Systems Analyst - Business Technologies Asset Management Team - Hardware Analyst,Asset Management,Siemens Logistics LLC
7684201,Maintenance Planner,Asset Management,Siemens Logistics LLC
7639451,Asset Manager,Asset Management,Tilt Renewables Pty Ltd
7636951,Sr. Director Asset Management - Electric,Asset Management,PG&E
7603351,Maintenance and Reliability Team Lead,Asset Management,Alliant Energy
7603101,Maintenance and Reliability Specialist,Asset Management,Alliant Energy
7592951,Principal Asset Performance Consultant,Asset Management,ElectraNet Pty
7592851,"Manager, Asset Information",Asset Management,ElectraNet Pty
7592801,"Manager, Asset Performance",Asset Management,SGSP
7592601,"Asset Assessment Officer, Chief Remote Pilot",Asset Management,AusNet Services
7573851,Asset manager,Asset Management,Tilt Renewables Pty Ltd
7569851,Maintenance Supervisor,Asset Management,Pittsburgh International Airport
7569251,Field Maintenance Supervisor,Asset Management,Raleigh-Durham International Airport
7565851,Sr Manager GSE Maintenance,Asset Management,Alliance Ground International;Airport Terminal Services Inc
7543651,IT Manager- Asset Management,Asset Management,Siemens Logistics LLC
7543051,Facilities Capital Projects Supervisor,Asset Management,Charlotte Douglas International Airport - CLT
7541501,Facilities Maintenance Supervisor,Asset Management,CVG Airport - Cincinnati/Northern Kentucky International Airport
7537751,Sr. Manager Field Maintenance,Asset Management,CVG Airport - Cincinnati/Northern Kentucky International Airport
7537001,Supervisor Airfield Maintenance,Asset Management,CVG Airport - Cincinnati/Northern Kentucky International Airport
7536451,Asset Management Specialist,Asset Management,CVG Airport - Cincinnati/Northern Kentucky International Airport
7535951,Facilities Maintenance Supervisor,Asset Management,Pittsburgh International Airport
7534251,Facility Service Maintenance Manager,Asset Management,SMU Cox School of Business
7523951,Grounds Maintenance Supervisvor,Asset Management,SMU Cox School of Business
7513301,"Landscape Manager, Facilities & Services Division, Planning Section, Landscape Maintenance",Asset Management,Phoenix Sky Harbor International Airport
7496601,Facilities Planning Manager,Asset Management,SMU Cox School of Business
7496151,Senior Facilities Manager,Asset Management,SMU Cox School of Business
7460201,Facilities Site Lead,Asset Management,Raytheon;Tucson International Airport
7210501,"Manager, Maintenance",Asset Management,MidAmerican Energy
7210351,"Manager, Maintenance",Asset Management,MidAmerican Energy
7130951,Manager of Electric Assets and Compliance,Asset Management,San Diego Gas & Electric
7036551,Maintenance Superintendent,Asset Management,Bowie-Cass Electric Cooperative
7012651,VP of Energy Transition & Asset Management,Asset Management,SaskPower
7012401,Predictive maintenance (static equipment) section manager,Asset Management,Chandra Asri Group;capcx.com
7009151,Performance & Reliability Manager IBU Andes,Asset Management,AES Andes;The AES Corporation
6993301,ServiceNow CMDB/Asset Data Analyst,Asset Management,Nova Scotia Power
6993201,Asset Data Information Management Team Leader,Asset Management,Chevron
6993051,Data Asset Analyst,Asset Management,American Electric Power Co
6992301,Sr. Asset Administrator / Sr. Data Center Specialist,Asset Management,California ISO
6992051,Maintenance Analyst,Asset Management,Tourmaline
6991851,"Manager, Asset Data Management",Asset Management,Colonial Pipeline
6991751,Asset Data Manager,Asset Management,Crestwood Equity Partners
6990801,"Director, Maintenance, Inspections, Contractor Management & Reliability Programs",Asset Management,The AES Corporation
6990651,Asset Integrity Project Manager,Asset Management,Western Midstream
6990401,Asset Integrity Manager,Asset Management,TC Energy
6990301,Asset Integrity Supervisor,Asset Management,Explorer Pipeline
6990051,Asset Integrity and Maintenance Manager,Asset Management,Gibson Energy
6989901,"Performance & Asset Integration Manager for Mexico, Central America and the Caribbean",Asset Management,The AES Corporation
6989851,Asset Integrity Manager,Asset Management,Canadian Natural Resources
6989701,Maintenance Manager,Asset Management,Trans Canada
6989301,Director of Asset Integrity,Asset Management,Frontier Project Solutions
6989101,Director of Asset Integrity,Asset Management,Southwestern Energy
6934601,Aerial Asset Program Manager,Asset Management,American Electric Power Co
6895101,Director Grid Reliability Services,Asset Management,AESO
6878151,Maintenance Supervisor,Asset Management,Dynegy
6831501,asset trade manager,Asset Management,RWE Australia
6831301,Manager - Asset Optimization,Asset Management,DTE Energy
6830951,Customer Solutions & Asset Optimization Director,Asset Management,ALLETE Clean Energy
6830101,"Director, Asset Management",Asset Management,CenterPoint Energy
6828551,"Manager, Asset Optimization at Heartland Generation Ltd.",Asset Management,Heartland Generation
6826901,"Manager stations, planning and asset optimization",Asset Management,InnPower
6826601,Portfolio Manager,Asset Management,Public Service Enterprise Group
6826551,Sumatra Light Asset Optimization Manager,Asset Management,Chevron
6826401,"VP, Transmission Asset Optimization",Asset Management,Lower Colorado River Authority
6825951,Product and Commercial Manager Asset Optimization,Asset Management,PROENERGY -
6824751,Sr Analyst Asset Optimization,Asset Management,Public Service Enterprise Group
6824051,Asset Optimization Manager,Asset Management,Kinder Morgan
6824001,Manager of Asset Management,Asset Management,PG&E
6823251,Sr. Manager Asset & Resource Optimization,Asset Management,OPG
6823101,"Manager, Asset Optimization & Spatial Data",Asset Management,Oakville Hydro
6822351,Director of Trading and Asset Optimization,Asset Management,CIMA ENERGY
6821901,"Supervisor, Asset Optimization",Asset Management,Heartland Generation
6821851,Director of Construction and Asset Optimization,Asset Management,J-Power USA
6821801,Director of Asset Optimization and Analytics,Asset Management,Inter Pipeline
